id,Algorithm,Environment,Total reward
3,UMDAc,LunarLanderContinuous-v2,213.27639134118357
3,UMDAc,LunarLanderContinuous-v2,35.584561865280676
3,UMDAc,LunarLanderContinuous-v2,230.8776485186117
3,UMDAc,LunarLanderContinuous-v2,208.63051269938558
3,UMDAc,LunarLanderContinuous-v2,252.99697975342283
3,UMDAc,LunarLanderContinuous-v2,-23.91528778735561
3,UMDAc,LunarLanderContinuous-v2,278.44110991559285
3,UMDAc,LunarLanderContinuous-v2,236.51519115681955
3,UMDAc,LunarLanderContinuous-v2,312.95708909932546
3,UMDAc,LunarLanderContinuous-v2,299.72132247919205
3,UMDAc,LunarLanderContinuous-v2,289.43276725382486
3,UMDAc,LunarLanderContinuous-v2,-4.821422595739406
3,UMDAc,LunarLanderContinuous-v2,233.7997100824987
4,UMDAc,LunarLanderContinuous-v2,291.4753249398808
4,UMDAc,LunarLanderContinuous-v2,271.61678912228945
4,UMDAc,LunarLanderContinuous-v2,217.03470970250027
4,UMDAc,LunarLanderContinuous-v2,9.1496250349187
4,UMDAc,LunarLanderContinuous-v2,204.5517268892571
4,UMDAc,LunarLanderContinuous-v2,187.59487559478617
4,UMDAc,LunarLanderContinuous-v2,263.8182598740927
4,UMDAc,LunarLanderContinuous-v2,250.6545010259427
4,UMDAc,LunarLanderContinuous-v2,223.01867687843068
4,UMDAc,LunarLanderContinuous-v2,260.4321479573339
4,UMDAc,LunarLanderContinuous-v2,152.88441595070253
4,UMDAc,LunarLanderContinuous-v2,296.2494502535667
4,UMDAc,LunarLanderContinuous-v2,253.16983824825994
4,UMDAc,LunarLanderContinuous-v2,173.2595177094483
4,UMDAc,LunarLanderContinuous-v2,240.92309712753814
4,UMDAc,LunarLanderContinuous-v2,299.8590302765632
4,UMDAc,LunarLanderContinuous-v2,231.67208188922245
4,UMDAc,LunarLanderContinuous-v2,241.6993087233306
4,UMDAc,LunarLanderContinuous-v2,190.28906451761674
4,UMDAc,LunarLanderContinuous-v2,118.09470921274371
4,UMDAc,LunarLanderContinuous-v2,158.76703025071686
4,UMDAc,LunarLanderContinuous-v2,268.55471107694575
4,UMDAc,LunarLanderContinuous-v2,253.032977142189
4,UMDAc,LunarLanderContinuous-v2,293.23610849574163
4,UMDAc,LunarLanderContinuous-v2,-16.330468183698144
4,UMDAc,LunarLanderContinuous-v2,30.289308836985413
4,UMDAc,LunarLanderContinuous-v2,-193.5968316744869
4,UMDAc,LunarLanderContinuous-v2,17.663315452213467
4,UMDAc,LunarLanderContinuous-v2,295.9868164750727
4,UMDAc,LunarLanderContinuous-v2,17.21129076357991
4,UMDAc,LunarLanderContinuous-v2,54.18050007513141
4,UMDAc,LunarLanderContinuous-v2,-19.266124239369915
4,UMDAc,LunarLanderContinuous-v2,-36.82655583891018
4,UMDAc,LunarLanderContinuous-v2,214.39632164999057
4,UMDAc,LunarLanderContinuous-v2,-231.02434875622816
4,UMDAc,LunarLanderContinuous-v2,264.6958509969403
4,UMDAc,LunarLanderContinuous-v2,273.11175095047156
4,UMDAc,LunarLanderContinuous-v2,13.970461708149902
4,UMDAc,LunarLanderContinuous-v2,253.80461141544083
4,UMDAc,LunarLanderContinuous-v2,194.71142523153668
4,UMDAc,LunarLanderContinuous-v2,225.1118801972546
4,UMDAc,LunarLanderContinuous-v2,296.30160534251576
4,UMDAc,LunarLanderContinuous-v2,240.09511673132593
4,UMDAc,LunarLanderContinuous-v2,-25.799745636904206
4,UMDAc,LunarLanderContinuous-v2,269.4455359249489
4,UMDAc,LunarLanderContinuous-v2,250.91435229554637
4,UMDAc,LunarLanderContinuous-v2,-36.35791249684315
4,UMDAc,LunarLanderContinuous-v2,242.8348893069532
4,UMDAc,LunarLanderContinuous-v2,267.5245260662052
4,UMDAc,LunarLanderContinuous-v2,278.65378447206325
4,UMDAc,LunarLanderContinuous-v2,-17.704580395386756
4,UMDAc,LunarLanderContinuous-v2,216.72407124302882
4,UMDAc,LunarLanderContinuous-v2,28.556701119135425
4,UMDAc,LunarLanderContinuous-v2,261.77540354244763
4,UMDAc,LunarLanderContinuous-v2,148.94309944501435
4,UMDAc,LunarLanderContinuous-v2,248.31662453027656
4,UMDAc,LunarLanderContinuous-v2,309.8913814158933
4,UMDAc,LunarLanderContinuous-v2,180.48232410266345
4,UMDAc,LunarLanderContinuous-v2,252.04276885546884
4,UMDAc,LunarLanderContinuous-v2,-221.35227696150537
4,UMDAc,LunarLanderContinuous-v2,230.574445777619
4,UMDAc,LunarLanderContinuous-v2,103.33411709847614
