Generation,Average,Median,Maximum,Minimum
0,-465.1059544746776,-455.60772706300855,-59.408142321310656,-1894.270488439274
1,-348.74158092281397,-270.120117111479,-30.03265545452216,-2221.1113769330354
2,-269.13045103259753,-197.93707227633337,-60.38896033775901,-1395.9598176561267
3,-215.0109258562967,-148.30101270206833,56.174411912716245,-1253.8489303771116
4,-205.26165841519438,-143.51877732276256,65.48948051333556,-1584.4543161179045
5,-180.0477250763239,-138.64683442746195,-12.052063167751365,-934.9349793808782
6,-174.10822469265884,-137.76975591028537,7.27888915067436,-892.8011213156547
7,-176.74971429950824,-134.4212777290649,-26.700327772133807,-1747.432760057596
8,-173.0814882871528,-132.23292010260616,59.52121060042822,-970.3553399739554
9,-164.80691110625853,-134.59201206203585,-0.07286586242849087,-886.6276491671238
10,-161.04785866176914,-131.99168974728747,32.08768405070216,-1224.4169748083475
11,-155.94430230562466,-135.6186660110365,54.78727882290085,-1598.255687986434
12,-154.47174025241696,-131.33200492539606,31.680956485754947,-669.2196503268591
13,-155.94729906170213,-128.79851241639034,57.37773332040192,-693.2241113205977
14,-139.82736653024764,-122.84281204460402,-15.33816571954238,-796.6515520901643
15,-147.03200715020213,-124.18753423612284,59.37410110860974,-601.5136196195141
16,-147.235457019809,-126.0538380017322,71.17596253293321,-775.8301664976981
17,-143.88231765641757,-126.18924313868226,68.89604392958772,-659.588916079388
18,-151.96647851329251,-123.91578539873792,52.58621770517675,-768.1185652167213
19,-143.24281925009728,-119.06513192387004,63.353134595568655,-632.6397402464312
20,-136.24402789221676,-115.31293389341351,74.31155898812942,-546.3384324566549
21,-132.53673874026717,-108.77532916096078,43.33720249893408,-655.2400274525502
22,-138.28962508179742,-114.99328713508004,54.32197120724643,-575.8164457625102
23,-134.92473331006818,-112.12957794433345,20.021050686130536,-740.8073440259155
24,-125.90165285955153,-114.5848924900248,34.74911556513419,-396.51651674381066
25,-136.41520013917093,-107.39419150455876,35.540195635969205,-611.2459831707133
26,-120.33384809339765,-97.82862849598484,142.6761236466373,-670.3987394185559
27,-128.95545914322193,-100.15976594510286,78.86944634370208,-1144.0211736261724
28,-114.8024749755583,-97.8816694945836,59.388665097558885,-585.3823516028046
29,-116.69142811979779,-95.59277981229354,36.393227215424325,-565.6470904035145
30,-110.950181808582,-95.05469845948309,112.21763061034277,-538.9893031192463
31,-126.98063902109828,-102.63879711279247,44.7579667098553,-588.4562805348634
32,-114.80734665918062,-91.30853534997074,51.05183739870758,-432.23036893664727
33,-115.78049126634276,-94.1137412832581,107.69661219804699,-619.2610710655505
34,-107.59200813972127,-86.63363243780208,49.40031511464784,-610.8150753861985
35,-99.12816121220004,-86.22913688140628,148.00779523687254,-434.8961695979721
36,-101.22382909053616,-81.9786664454127,58.28062252656205,-581.8999042444011
37,-97.78430421931063,-76.95754736160475,105.107738713966,-541.0508041333877
38,-101.73094215580193,-76.33173071473249,139.1952887831798,-627.9463046678089
39,-91.03621210978145,-63.56375506254726,88.85719634659254,-544.4823808889279
40,-88.36629756643607,-71.94676375228589,185.47154242303313,-583.1429674466578
41,-88.66879503350987,-60.61388939058925,107.94183243850865,-705.4871596724576
42,-87.75080223409677,-63.82354656990999,128.37993969887376,-571.2220456118511
43,-86.49885144156269,-63.68961058981704,82.7528904091471,-731.8325054505643
44,-79.78949884182724,-59.420156411609625,220.68492259214995,-497.99300200747257
45,-79.55768775026162,-54.823297141427275,198.57067902120957,-558.8930370296924
46,-66.1770676015118,-51.587679041731725,208.6355974896904,-546.92888499302
47,-65.25114439888169,-42.14554856133287,93.6714523708604,-614.8919784325429
48,-60.67136128389925,-36.67348951951715,177.05978063218149,-545.2941000128296
49,-37.154679034846055,-24.628492021373834,266.26300116521594,-439.87650155733536
