Generation,Average,Median,Maximum,Minimum
0,-573.4547379024698,-506.81088585905087,-28.723297989988108,-3289.435854762351
1,-402.65955249284474,-374.67349997841745,-48.653949458960064,-2153.8343356540845
2,-312.4659572811149,-245.75528230191162,8.642376540987849,-2340.173837630571
3,-246.03470434311532,-174.302169400746,19.697108823353048,-1428.3477176228578
4,-206.81933618332837,-151.5245572818833,-37.88665171746139,-817.9824527410757
5,-190.76691280038054,-144.7203653994489,-20.56349830595993,-710.9509277689948
6,-163.49932593074243,-136.22310713370356,-46.2345779517963,-521.6208184500995
7,-156.98821665818207,-133.45968812164392,1.4558653154487757,-498.63070634825266
8,-150.40788616143638,-128.62507017716007,166.34580788502763,-656.8958130462105
9,-140.28810210193328,-126.18868035288612,-13.637402774412744,-510.3238202949063
10,-127.78249810213123,-121.91265815029183,-17.346007150007257,-539.5370103408976
11,-118.50243193989327,-117.825853013292,-4.053899374804241,-316.15757546889387
12,-109.34952819261717,-107.16790551249362,103.9967015600684,-375.51020198866036
13,-94.30289362810821,-91.81011523996827,23.918156068074722,-539.578736035305
14,-93.5082969939229,-80.78918764363794,99.53571093481598,-530.9808030818332
15,-80.86836939600744,-70.858575304313,73.21441764795276,-382.8709206522013
16,-65.80617203687514,-62.59857364526991,62.06713846469054,-295.2175880575292
17,-61.351347782506586,-51.151707620686864,84.46694709433108,-299.51491417139624
18,-52.09002988645051,-49.01457145868811,126.1556456101927,-258.8341358557321
19,-43.39446605203394,-45.3811694526463,100.25878566864667,-324.6494104334168
20,-30.565906440644227,-35.28545379395794,175.53065886322233,-219.41932208521698
21,-24.799210954158813,-21.58911870406063,176.923394727933,-220.22360968145162
22,-11.81954605773733,-15.891948261336868,193.22491299543682,-175.82562289439758
23,-4.422895348056963,-10.296414378208002,192.80485179468323,-413.5950512197566
24,14.242829890109558,10.939365637431708,224.6157023814635,-235.05050326238552
25,27.82007220990011,30.29493810718491,279.23542083785173,-211.19026292179743
26,34.81745679593375,36.14431560161565,255.26277725734863,-205.99737171403407
27,49.591437367374006,50.47195366672302,228.24727831806865,-122.56262409714151
28,56.551752655902185,54.56830685666579,281.5940269047838,-271.2575073252535
29,61.757358331739596,66.33781672621015,258.38265720729083,-241.5828150702372
30,79.59790665896334,79.39992885332934,274.68325130709167,-93.85536159573815
31,78.62900516014544,82.15257372568382,272.29588954976356,-197.8646591746257
32,86.14473268130916,85.55131044646663,285.35450680780417,-181.4163131829117
33,88.07777103629438,88.67191981828704,270.05851244782764,-230.21196472558987
34,103.77839579805432,98.01424823501972,290.2639174587451,-119.64592799533214
35,113.06400970109863,111.53796272185788,292.1018605867883,-185.28901081389913
36,131.14252407426906,125.44944521719466,270.1372431376787,-80.82279191431734
37,129.67522287240925,121.10895856126166,279.82204735431367,-111.27276141059758
38,145.25109231580007,145.1897209087341,286.85122825547427,-22.85654028700938
39,144.48416727003496,141.92002520175882,289.323343573473,-136.53182646102235
40,170.17550620442321,182.01475488808944,295.39585690951105,-52.09978448669947
41,167.40065874166174,176.20910134234765,299.0719345961542,-8.42469940548549
42,172.8276059397449,178.260668666365,284.3110372229467,-17.881356858628834
43,170.31730765939776,176.35455880901614,293.2788813914343,-20.669446470158096
44,188.41885687543376,196.884130660747,297.35775799064345,0.9832566967702737
45,193.0305374694159,191.19160578093022,304.9566880882999,10.459709870411624
46,192.8877788668787,205.29108763233896,288.58694208390244,1.2370041960555984
47,201.4432745102476,221.2696185324788,297.58834211976483,5.696574804731189
48,205.0552074944973,216.84502403085844,291.3341458993686,-6.543138329994036
49,215.4756586862031,230.37221305168208,291.03543405611043,67.78227213798668
50,220.74406501989358,237.60024720939032,303.0788575467198,17.760952790983833
51,222.54917890205832,240.436939588125,297.60395793786546,17.51264647119652
52,220.3712206434583,237.89346546091335,300.4018742934358,61.23155312342399
53,229.05977583142266,245.2243938892621,302.553535936009,66.30463907037274
54,226.21706456204998,246.90530981510778,294.6611633040212,-58.14939604235358
55,238.11580737138127,254.60772341143166,300.38897543291756,7.175090504371785
56,231.23577908661184,252.32203142672262,291.7709849739712,28.41506027311284
