Generation,Average,Median,Maximum,Minimum
0,-568.4217799384232,-526.6956903095527,-53.11182581366319,-1753.2993513096378
1,-417.52500057743237,-385.49978385286926,-56.772889765619276,-1844.494155511354
2,-274.92646908358046,-242.38394042686582,-26.72093459041541,-1018.5444669122502
3,-239.78764324475995,-191.02574401725073,-61.12216132569512,-969.2951301426687
4,-212.56639884104456,-155.83306774629642,-24.101964274453156,-1027.5831762788505
5,-184.92812147194698,-141.20088050100134,-40.81363071444771,-1090.5253083805603
6,-175.60434411830732,-134.66385217518808,-33.20180745686765,-747.3823808338861
7,-164.20126466544428,-134.23652974642482,-48.836472338623935,-753.0000787135681
8,-134.70650039848522,-126.61722070260873,-16.641577328914906,-546.6874353150965
9,-138.34778000894892,-128.26391264725152,-38.21213595972443,-594.2746608244491
10,-140.0610284966075,-122.67368289474703,-36.34762177947597,-666.7854167231552
11,-126.35430193223527,-120.5291166227957,-44.74940697816533,-420.5750043503749
12,-112.1419758763807,-107.04129097361364,-1.817554514664901,-331.7245318958723
13,-106.90487760326451,-98.86709673248578,49.404309171132674,-465.3143042871099
14,-99.13278720614481,-89.9073948859778,8.84168367786676,-473.6001847633118
15,-84.53844627316529,-78.1675712325017,61.81617683867953,-483.7659868556446
16,-78.35759290530164,-73.0270673880792,74.20010170379025,-377.4457487378404
17,-75.19930788672525,-67.49585554197436,39.379411793685755,-275.9250890405243
18,-66.33567526213568,-63.317140462546405,48.898934675090196,-210.0880320107667
19,-65.93043119598826,-58.1808672705758,92.52335297306506,-334.21379470934676
20,-58.644215054721876,-52.57426695979103,98.16514989451332,-197.15023788799917
21,-46.125875570928265,-50.197422967390395,137.5112402163816,-349.481388810602
22,-42.80310421757614,-40.620236206419904,168.26956817267364,-258.6711132883802
23,-36.46139296064136,-38.237344532823826,153.7745894821534,-246.05023272114218
24,-26.325298582278307,-26.16643284106776,99.35193223247116,-148.9393926916309
25,-17.322522052699657,-16.789439335037663,165.90405560681577,-390.0980749371731
26,-8.93253198103216,-10.163845062156248,141.653184668109,-178.02210600116734
27,6.119237089160374,3.0192862929258126,227.21925101341694,-136.25524029334937
28,3.8745762376462682,7.033715011465487,256.8166298106824,-875.5735374565332
29,22.804339606977553,21.523066709935133,187.2265606255694,-218.88531787127621
30,33.54299570842269,32.013231701131275,253.315522126544,-112.24794466514918
31,38.13140800789518,38.206768709851204,268.374737981092,-91.93745703219861
32,54.044416025254634,54.75412354515029,243.4320493403508,-175.0180608073487
33,63.36700363930459,63.7131528729792,273.79552097518814,-237.1324084381304
34,66.59769462266468,70.38976428581576,269.5630052347561,-93.8662517531473
35,78.00762957360254,75.54426065420255,269.43668166786165,-112.46609179727312
36,83.52237561638255,79.06191441012336,291.20673216420397,-124.913956481038
37,88.51897460552367,81.84138312339422,276.7529370757076,-182.16853151087062
38,96.42461026643835,84.12733323732907,265.9414420669091,-178.63311581144202
39,107.04433149757753,99.12634018276523,287.2326657504177,-20.379950711138093
40,118.59959184417545,113.47515883531236,306.5834891891966,-131.84610199003288
41,132.54355485365463,127.16589416986534,293.7631627996631,-30.213397946598594
42,126.40519135922571,119.43997342716628,276.53419807106843,-261.50573146590006
43,149.20299991952749,161.991690247803,293.92944863421604,-118.00023985844558
44,146.97722844567704,150.6334299506429,301.66328134499787,-92.92544231422566
45,156.9027821437536,164.51714509342392,284.8573603519373,-41.58799552144301
46,168.9832342760872,177.56699104439173,300.62072215047533,-77.88696376988601
47,167.23953573843357,173.47644474525094,304.7755189584743,-218.80250446294838
48,174.61786262685462,183.26659880021924,289.852418277386,-80.35927447302443
49,178.97514523201608,178.88438408409502,300.72750400012615,8.476728002329736
50,188.1251164833276,193.0110446613137,282.49689471127857,-19.604378968032055
51,190.1520401460877,195.6163333136726,291.2967603370815,-43.26354102289483
52,199.28949423649343,209.13636674423043,289.59427729303457,-121.35210938784411
53,205.95699931370558,222.23978550107512,295.38992473074194,31.954599474966518
54,210.12022650029607,222.93416801606068,295.1727283032141,-147.87329193778655
55,213.38075692073403,226.53498760725017,304.0410797483319,7.492235614073
56,216.56669677284702,235.22708358093908,292.63386536952095,-39.3823032047491
57,224.97367291096074,245.41897485533045,306.88925945012545,-41.952921417469526
58,230.5815991691214,248.82739407105106,303.0812387437533,-15.712268297544512
59,226.38885735663277,246.25356437827284,292.3724441168476,76.53217648431199
60,233.8815941119588,250.96156474328396,289.37929075320466,92.1092369828717
61,234.7042740061479,249.6917606478279,305.5005457688391,36.034233237725
62,237.02582482019426,251.70306285992808,293.8385811898913,79.13400220166854
63,238.40817991307017,253.6040216747038,295.3266727997759,94.0853667857358
64,236.935807776259,255.24066012545927,298.2458461136012,54.581224107118096
65,238.8677180978075,256.24687762631527,295.8259874051968,34.244642960990994
66,239.5423438184976,256.8042424686907,300.6280889621019,85.17327781341037
67,244.43575912445527,256.9824584855191,301.35962257804925,113.69421725553259
68,251.08909093253803,261.03248859479504,305.51663234221155,83.14480548902658
69,245.14054148003345,256.49516822919645,298.15458040421055,87.69405736594315
70,243.0405172660728,257.2602587608315,301.0182865639286,73.31399167343136
71,243.10156840188534,253.22554712671828,301.2537410668462,48.64472494403344
72,253.459381532314,261.7539499798403,303.8657199339286,91.24452435669558
73,247.0284574841679,259.88245332302563,297.4394967009336,119.93123909901699
74,253.32274921405588,259.7000159723877,297.2965711414667,129.30656874856265
75,249.67845072511338,261.3646104397558,302.05869225659364,55.85108512927051
76,260.14024252347684,264.75697842179073,296.43009772431736,101.74037307780702
77,255.36344681283205,263.9731319562594,297.4297654148309,113.83439841444648
78,254.17581232573636,265.33064471236247,299.0973124851057,98.87368708595375
79,255.9443730090726,264.7051699740417,295.7602846189017,157.68300414160373
80,255.68473797940658,264.72478431311106,300.37894634900834,103.65585379938159
81,257.23276208042273,267.0611331824436,295.2339745947426,60.77132579628505
82,256.6654895876802,266.67621041833576,303.6656149492799,18.78500344857729
83,258.20892180403257,267.0761209431702,297.94013872053466,132.84161824891677
84,254.7293570784406,260.34860193423043,301.49775308426047,126.92148244197857
85,255.90551346304858,265.0098585069473,297.5725199022614,100.216861308484
86,259.9168357269762,265.0905694216223,300.47233541112024,135.29805834896175
87,260.2008716364215,266.5846868652375,300.42528853945396,150.99896973223966
88,259.57798093343797,267.0609661465246,303.1030924535304,127.4408539683323
89,258.4535351113681,265.37564469866015,301.82591792971635,150.18896704786016
90,258.658893038549,265.69806563274005,303.54897225031897,107.20713635431439
91,260.19055741255295,265.53705919549566,298.15183551376674,121.1907102875855
92,257.52108308366684,266.5152442011612,305.2607431728696,36.8776307476868
93,256.9441813096724,263.7398162105472,293.5688267422626,92.55097210579292
94,260.7971553625895,269.53686532015695,300.7874121158742,149.9701132298741
95,259.41879129268295,266.8395801519783,298.0266319640669,152.99378631334278
96,261.00012713133765,266.19173011862506,299.5989841560492,139.57834323304846
97,259.8352342296819,267.4350495073354,307.5690339166471,158.6260454534183
98,258.8374928424753,265.3591302723076,303.44801702753443,101.35327049786362
99,260.2347679397705,268.2999004501236,299.7536285245721,120.2953199066083
100,262.377095079831,267.5795257455799,299.5917300674572,122.75565761898078
101,260.49807336621,267.35043319969543,302.1015516277389,126.4956451153105
102,260.84673123431645,266.77592859300586,303.7192495127453,122.26388961777575
103,260.5318914071312,265.5136933324618,297.5185274664236,137.82489976604919
104,262.28115269895136,266.40013152678773,301.9579802240476,86.2056174351355
105,263.52970414149917,268.07454602094674,299.5016707641259,96.40807752521782
106,262.784935702446,268.82608508006183,305.14692686872155,104.40417961820718
107,260.2380329828641,266.84895656567375,303.531956902574,96.30709566494518
