Generation,Average,Median,Maximum,Minimum
0,22.03333333333334,9.666666666666666,200.0,8.333333333333334
1,28.966666666666672,11.666666666666668,200.0,8.666666666666666
2,43.722222222222214,23.5,200.0,8.666666666666666
3,49.33888888888889,33.666666666666664,200.0,8.0
4,67.11666666666666,47.5,200.0,8.666666666666666
5,70.66111111111111,58.83333333333333,200.0,8.333333333333334
6,84.18888888888888,63.0,200.0,9.333333333333334
7,79.26111111111112,44.5,200.0,9.0
8,105.72222222222223,107.16666666666666,200.0,9.0
9,93.94444444444444,41.83333333333333,200.0,8.0
10,112.95,123.83333333333333,200.0,9.0
11,113.3611111111111,154.83333333333334,200.0,8.666666666666666
12,131.19444444444446,200.0,200.0,8.666666666666666
13,135.25,200.0,200.0,9.0
14,134.7,200.0,200.0,8.666666666666666
15,118.02222222222221,163.16666666666669,200.0,8.666666666666666
16,128.76666666666668,200.0,200.0,9.333333333333334
17,151.91111111111113,200.0,200.0,9.333333333333334
18,146.2888888888889,200.0,200.0,8.666666666666666
19,157.24444444444444,200.0,200.0,8.666666666666666
20,158.6611111111111,200.0,200.0,9.0
21,149.09444444444446,200.0,200.0,9.666666666666666
22,146.75,200.0,200.0,11.666666666666666
23,146.23333333333338,200.0,200.0,9.0
24,156.87222222222223,200.0,200.0,9.333333333333334
25,138.3722222222222,200.0,200.0,9.0
26,149.32777777777775,200.0,200.0,9.333333333333334
27,171.11111111111111,200.0,200.0,14.666666666666666
28,153.8722222222222,200.0,200.0,9.0
29,161.0,200.0,200.0,8.666666666666666
