Generation,Average,Median,Maximum,Minimum
0,14.572222222222221,9.666666666666666,100.66666666666667,8.666666666666666
1,17.972222222222225,12.5,55.333333333333336,8.666666666666666
2,25.749999999999996,20.5,93.0,9.0
3,32.888888888888886,31.666666666666668,127.0,9.0
4,47.75000000000001,38.66666666666667,200.0,9.0
5,63.333333333333336,51.333333333333336,200.0,9.333333333333334
6,77.32777777777778,65.83333333333334,200.0,9.666666666666666
7,91.46111111111112,83.83333333333334,200.0,8.666666666666666
8,96.90555555555555,88.83333333333334,200.0,8.333333333333334
9,120.44999999999999,136.5,200.0,9.333333333333334
10,142.5888888888889,173.33333333333334,200.0,8.333333333333334
11,158.0611111111111,200.0,200.0,9.0
12,158.16111111111113,200.0,200.0,9.333333333333334
13,159.4611111111111,200.0,200.0,8.333333333333334
14,173.34444444444443,200.0,200.0,9.0
15,173.3111111111111,200.0,200.0,9.0
16,182.59444444444443,200.0,200.0,8.666666666666666
17,182.31111111111113,200.0,200.0,9.666666666666666
18,189.37222222222223,200.0,200.0,29.333333333333332
19,180.21666666666667,200.0,200.0,9.666666666666666
20,183.42222222222225,200.0,200.0,9.666666666666666
21,191.55,200.0,200.0,9.0
22,185.58888888888887,200.0,200.0,9.333333333333334
23,184.0277777777778,200.0,200.0,9.0
24,185.5777777777778,200.0,200.0,9.333333333333334
25,188.06111111111113,200.0,200.0,8.666666666666666
26,192.01666666666668,200.0,200.0,9.666666666666666
27,198.0722222222222,200.0,200.0,154.0
28,189.64444444444447,200.0,200.0,9.666666666666666
29,185.07222222222222,200.0,200.0,9.333333333333334
