Generation,Average,Median,Maximum,Minimum
0,-542.0156354294709,-496.21300414227596,-36.7169738525976,-2142.7170441573276
1,-364.8316935835595,-327.52413615958886,-38.4040397298731,-1235.9835916936395
2,-295.34949601795864,-272.92547663009714,-53.62800363068093,-1092.0909636729948
3,-238.4957257119786,-199.90069206046994,-42.533240980480436,-829.556648426163
4,-208.7221410691287,-153.1712945065482,-65.96717155673902,-718.0222398894826
5,-198.04947822186446,-144.93872848633106,-22.14281689112131,-718.4913923398644
6,-181.91375284481634,-136.14038643257,-44.935602276321184,-729.7018176508969
7,-166.10846393639295,-132.13016618767125,-25.929149413667343,-684.1237801727465
8,-160.95169364670826,-130.79393699120897,9.681440970490323,-682.6892997657075
9,-145.98239885473592,-125.82646284547,42.127450050181004,-700.0623764380463
10,-148.1523765364178,-123.05463389536106,-14.286368093203544,-589.2950253624631
11,-131.4141266750571,-116.72407665074331,-7.438801693217286,-457.3694294049292
12,-129.04893651202562,-107.50999865228434,6.01141727764652,-714.71838559871
13,-122.1907700690513,-100.15548934618138,37.13178859253277,-535.4677150117853
14,-118.41111111397468,-92.54572305424199,2.3817244868947065,-810.0918619730232
15,-109.26959834723651,-84.36802376346787,46.69288575387524,-587.350942445055
16,-85.86380482389056,-75.75617932094136,86.43359811890998,-422.22606305106746
17,-76.32454882753257,-68.42564019708712,49.190823229432766,-299.8276947567346
18,-72.10267940964066,-62.784801098180864,32.30946871683553,-313.5615502879177
19,-60.47061784386098,-54.80846136126482,68.78219716696533,-367.3702445522188
20,-53.54901012875262,-46.47898835179306,36.29129063461775,-300.5336304141399
21,-44.5546475777775,-41.72483071923924,98.94594427488613,-303.2887204641059
22,-37.54278989271383,-37.36621653923311,89.8774029713649,-316.1874804841812
23,-22.421882454341084,-22.485406464507996,106.10959328082636,-159.57817909791603
24,-25.40051218102566,-20.66672684779647,130.27279257679956,-196.90719259455787
25,-16.28186972301917,-17.36552492965447,103.38680050424666,-207.96220826139472
26,-6.891314942277128,-7.577174047907469,117.85529145651076,-167.02662947222265
27,5.655743706479793,6.558898702607404,180.61442053565148,-137.83630863008972
28,17.43827608006245,19.13809638656935,169.18062704173147,-147.90958849366868
29,20.39761488131289,27.076768152150056,122.31471741649261,-178.5219876347068
30,32.11561966592059,36.46396313335886,155.29273229030184,-100.14971884549398
31,30.35430711801867,35.32534601923929,164.97877470779727,-158.98243083312482
32,38.37596753973247,41.681625264390476,154.3567652796998,-147.0847737785663
33,51.28729873041064,55.41524526752685,150.2666936530411,-165.86881157404343
34,54.12425736439319,54.739696096516916,148.37928817550826,-109.83696440063278
35,61.117838374123394,68.78241988737986,141.30836788438617,-193.13438133393905
36,58.90020934415679,64.81951101538046,150.90774131548224,-62.541844981531796
37,61.15585108932383,68.17081470892653,155.10162755429192,-213.86174776318413
38,69.62070694885645,73.75731507199994,152.99159940131037,-90.38572072894107
39,73.75969389454386,75.07944417483765,172.2530028785944,-145.07640758338337
40,79.19393256179026,85.0669765336664,159.61272199955775,-176.57061943980503
41,82.08475825679501,88.5741260449807,172.76834358362888,-146.70615372562042
42,80.38848740351358,84.74214179446456,172.25904451371068,-125.0355430534588
43,90.94657653307813,96.70798834830948,167.64578984280988,-96.86978339053411
44,89.86935445131685,93.73567057097597,167.94794090499911,-63.37448703926503
45,91.2085936360515,97.65902708901687,181.87862562981095,-39.81321058726707
46,89.54354688895101,95.99239771135028,168.0190312571256,-140.93398738087564
47,98.14037100330124,100.1733089521377,176.9278583113911,-43.744198782221645
48,99.50520499249973,102.91444572241582,187.9236659814078,-63.36416733507804
49,95.08655145012165,99.58978820930213,188.99658564506367,-73.76788025504881
50,100.92419477182874,106.85832428686953,166.81039376965023,-80.921340473296
51,100.37709146913797,105.1595959396351,168.77935070297528,-102.40382876667002
52,103.10666373329506,110.35469371618302,165.91989487357856,-262.22390575738706
53,110.39267834863224,110.11793470011446,176.9506253954692,-51.70313445085478
54,113.8651521029271,116.96745609915271,179.9595417345938,6.581242048161329
55,112.35482592601448,116.24840373586781,178.51459052051146,-15.129415238669102
56,111.01606359691569,116.2638253791392,174.66924152467118,-216.64247439742596
57,115.25396775394441,119.32334452311369,178.28931528260708,-33.94220768864913
58,112.77284308267726,114.91408962339213,181.676905454948,-87.36344409665173
59,114.65265380822972,116.78603220651075,179.34282299410924,-60.20813131457919
60,120.38478606074129,120.7102479674237,172.31720033017174,-5.0706448322782665
61,119.19248903413828,123.9242201427177,176.727621592079,-74.75804375164358
62,120.6961690746212,123.54231596447164,176.0841558902772,-31.05528102709863
63,121.33822696132655,125.33291216217768,179.5201959104344,-25.42088132989498
64,124.83284603950997,126.21499479234241,180.03519611464776,16.599126241677585
65,122.88925165084908,124.51049459227723,170.14206335324502,-91.96476104074513
66,124.46768590641494,129.6478151366239,181.05148358821768,1.8980325746644364
67,127.0421920043762,131.00279324914686,168.7527584917926,-12.255163243421999
68,126.01064173676507,126.75931034103846,181.27857117056593,-96.2141839006503
69,124.9787249922845,128.185080042891,200.88385330239205,-61.45305819713059
70,127.54502288445619,129.70730691344363,183.33542348491062,-52.49418116393351
71,126.87486647535253,126.70722640742522,189.22363684780717,40.69209660011885
72,124.62223684443371,128.93231965078934,182.67599261161362,-124.10278789822586
73,125.73831775588782,126.8151712955092,174.25177451572176,-13.378876592193118
74,128.19024117471633,128.36966955057332,186.65153745670986,11.468174573298882
75,128.2385964785217,133.94659218076475,184.56813054599456,-4.971853379970365
76,127.52593213329885,129.38620632837916,178.9793195733802,-74.07941320603157
77,128.5359190907686,129.9961285729836,187.68234482655274,63.03981183978234
