Generation,Average,Median,Maximum,Minimum
0,-558.276433689874,-545.9265569568813,-51.383850377782636,-2021.485767190675
1,-411.84123640186993,-367.9656763623798,-35.344596386846845,-1565.6330942631073
2,-321.56593224961466,-277.4383143284156,16.170060476956024,-1750.390676708607
3,-278.97657360105563,-224.85286850009135,-26.672986542016105,-1566.163107673265
4,-246.94000471147532,-186.94235056298953,-61.246144670441915,-1160.271754497977
5,-221.45818488163425,-156.59712264775945,27.401535140088537,-1119.6155501204735
6,-211.065694953823,-152.88834724338915,-29.73116868347363,-1478.8556578786431
7,-192.24954152408978,-138.6255697536197,-39.55479232061459,-924.6375390539955
8,-180.48606590903663,-137.06515746018465,-3.0948084167948977,-1199.0160639434446
9,-187.86657750976283,-139.68584825269713,14.200582814855006,-1170.7241547275933
10,-173.51270198037426,-130.82199460550987,-23.056723484370934,-1461.6917709205534
11,-185.78848183542803,-130.16754650085235,-41.99402371964871,-1660.4627617513197
12,-167.56300390380562,-130.77077674650656,-26.431168107655594,-1334.168536947932
13,-181.64534584439255,-126.89483631753575,14.309930663714733,-1524.76098947886
14,-163.78590626738892,-125.41060213638232,-11.766177493301788,-905.528119348512
15,-154.78632003548606,-123.84129456969924,-4.201161065498297,-1026.7163230630133
16,-149.51329203043048,-121.60092368496295,17.31636818643646,-1043.5181872287276
17,-152.45296810254933,-117.68586904832108,2.8814905591657785,-1020.5488114516465
18,-150.77113685632483,-114.71630395949845,-5.190949916158577,-1177.191302076432
19,-138.61479299464546,-107.16677116863721,-15.309662190462367,-807.5398661938057
20,-124.77351767034179,-102.2394209415261,52.23887196862097,-683.5011588977928
21,-126.88745953762776,-102.91418648641567,90.64038238697128,-696.513619667554
22,-133.10068327920436,-95.86387493363927,37.788225943355314,-2060.3202557304417
23,-113.16520455677083,-83.6005323167197,33.03853730364656,-587.6015885496464
24,-126.80964361696358,-89.67844369693721,36.12347014981302,-1593.855492180206
25,-113.05563336426593,-80.42183865733281,91.84209155274091,-2222.1045476863396
26,-112.80886683318995,-81.47648126057274,43.079477635790624,-1285.5979247863654
27,-115.33256498715235,-82.28383292021766,58.15663905913528,-1036.3441983264527
28,-104.3673436269855,-76.75100118530267,83.0359700849628,-839.6240678166349
29,-120.36565730748488,-79.38129324146429,127.9136605991949,-1553.066545776993
30,-106.24602786421974,-67.98931140882242,45.48390602758241,-981.6518588182653
31,-108.07599819202498,-75.2194498731561,67.1146371195772,-1614.2513949939955
32,-91.09557022877154,-63.29408626184683,77.23111345621967,-731.8014900280868
33,-96.35674656382886,-60.76845400093675,66.63100401980596,-1432.108750709749
34,-95.5295910214765,-50.587673642195895,76.23454744102578,-1126.8988921418297
35,-93.2237051160337,-58.779102604953366,71.15160107014574,-1192.6163982046794
36,-85.35365347263533,-52.18373736914455,96.09709865457194,-621.2027641048231
37,-81.01564458789532,-46.708699458097804,53.532221079617216,-1037.4816798919694
38,-84.85839238176959,-47.35878880232147,72.41641115099816,-820.0854691636837
39,-80.92335957707584,-43.77820659747354,115.67708252957426,-772.7329844371593
40,-74.2441954246344,-43.20802274048977,91.63013120235092,-614.6528853950972
41,-73.15176701814845,-34.403445818393664,125.79330462443102,-841.2868085407148
42,-61.17579233061287,-36.11834042333374,179.81899986324729,-651.9856456931744
43,-74.14300951795362,-38.17365270235771,96.94178545855527,-1102.6383078505794
44,-79.2984800562591,-39.95623229352381,73.5041363655766,-996.9506364823228
45,-77.0899443935089,-33.78446678594794,147.69144160732498,-889.5046948473873
46,-58.03760134416838,-27.12690174156799,96.36881086305698,-787.3962618045147
47,-66.51431019543833,-33.34655698336906,86.34011398171278,-720.6624015528229
48,-71.18406975840101,-30.694569122150497,175.80015745682644,-677.4447426605151
49,-60.8630874361586,-29.502266806574788,231.28955861771888,-774.660912711517
50,-65.07976433495553,-29.777038365311732,104.46780021785025,-660.8744003679317
51,-69.49905733588005,-28.17877935759912,113.02966584946087,-766.1057247223756
52,-66.25046859116402,-32.13024356923975,114.59361854358856,-802.6067468562751
53,-58.55475745385158,-22.195166528359334,103.74205419755822,-642.5710047476024
54,-63.78752704887184,-28.370431574535033,180.1574823712459,-884.8791249897828
55,-63.282350598782536,-22.44752968685843,109.6089883020744,-702.8054308744878
56,-57.34228039490017,-20.795506769123214,73.90122765581133,-819.6784700727554
57,-60.62225922338957,-20.63873683045451,144.86845469019798,-830.2171873777012
58,-58.21581988162235,-26.058370580777122,169.33717988267196,-717.2386328486685
59,-60.17052957904193,-18.399942859219912,92.6206191974375,-735.1694313573647
60,-48.657901760884386,-16.272608172131044,173.7156292706785,-762.6957014223408
61,-52.88281978709733,-20.787123368645407,110.0048755019097,-641.9839830879419
62,-55.09024093332553,-16.840415693974883,93.60828862281711,-755.1028753974124
63,-49.94014546005088,-13.494562899768038,148.13913120560838,-656.3011018459084
64,-52.39686739859565,-16.414936357088937,78.25973160349766,-638.4179527995288
65,-44.77367372335502,-7.087996860881802,135.1139349223258,-826.4643563669615
66,-55.390922178916604,-18.544538121649616,101.07552038430295,-629.9451259901771
67,-49.796933477907565,-12.516504050222661,135.72926348672732,-748.3437266434852
68,-55.559236839914725,-12.388396862450064,152.56247205542945,-1487.0878931548416
69,-43.09463567861007,-7.781305714123528,102.16475387807255,-625.9995117268364
70,-53.78903308210877,-13.424698300194567,120.41744992984952,-671.8937297868669
71,-42.76271444941247,-8.013575367528102,148.52144812930442,-599.2150097022907
72,-42.96366225681928,-6.851730609074503,113.81467069355426,-621.5809744563956
73,-50.234452165000626,-9.510182792160254,120.49932935797874,-641.1041049401853
74,-44.6097899229161,-5.75248490910314,92.09409180820948,-693.1777478067969
75,-41.517877236959976,-9.572517133378476,168.3442400440516,-625.8433096078844
76,-50.64390091402071,-13.009005953555004,79.47115908959944,-720.5046229409555
77,-44.77483089063178,-7.771757111739566,99.28350369187451,-720.4019791055033
78,-48.02442493305438,-9.566800021956762,74.58131713642443,-738.4557151687028
79,-41.46093765234733,-7.914655775009798,180.59269930767496,-685.0793729562511
80,-42.891949365917604,-5.347260079943899,131.99527069472808,-745.4959285924091
81,-41.12650644552822,-4.22496196690125,101.17862897588117,-748.3569731199874
82,-50.126419237295536,-6.4932940419191425,187.11016736590898,-637.711352704597
83,-45.10593088038122,-7.4527448943451375,119.12245578680489,-1377.9884241927614
84,-43.14557938847966,-3.9055729665521044,136.80885636155332,-623.9007345343695
85,-43.988395408169744,-11.73744852139902,122.40795443329257,-584.2569766830319
86,-40.73857008354462,-7.198956608897461,105.96128442660385,-617.2298899440126
87,-45.303102984513835,-5.940404658978613,101.26266180868832,-612.465684508705
88,-34.52002639518776,1.0000728614278838,110.94018850078862,-625.1189639388853
89,-45.71492686101137,-4.196300735376278,88.82862787446295,-747.2991179030405
90,-47.21384460691555,-10.143820095536551,196.68400611055642,-673.3104170318519
91,-46.59879477939682,-5.235356713996808,82.06106550506331,-568.5970778630129
92,-50.806148756949135,-6.6229152563558245,99.23480563206887,-789.1920843586562
93,-39.946967770756025,-3.543039619379125,88.29817918625254,-614.7596523186147
94,-39.52010506785752,-6.790097933386988,101.81659573703809,-609.8413724392318
95,-45.885937317930086,-4.193475949629644,80.92221394836062,-492.416819734482
96,-39.291941048115795,-1.4897901627002548,98.55276201468034,-565.1163333652929
97,-39.571262189719256,-0.921804704866086,96.16228468238258,-671.4994155849835
98,-44.594673107098615,-3.4769651276559324,79.944188603877,-695.2181911539964
99,-45.3842226345716,-3.888974930650601,86.86492509557719,-651.1582699815981
100,-45.52022714597353,-7.482203930719405,101.56728562644099,-598.276882157607
101,-38.64938117848925,3.31991139572172,88.38592075944085,-701.3916571909853
102,-44.881267892773835,-4.451312956019825,159.43781514688723,-695.2739239077752
