Generation,Average,Median,Maximum,Minimum
0,14.77222222222222,9.666666666666666,92.33333333333333,8.333333333333334
1,24.37222222222222,11.833333333333332,200.0,8.666666666666666
2,35.35,24.833333333333332,200.0,9.333333333333334
3,46.99444444444445,37.83333333333333,200.0,9.0
4,51.57222222222222,33.0,200.0,9.0
5,61.922222222222224,44.16666666666667,200.0,8.666666666666666
6,70.07222222222224,60.66666666666667,200.0,8.666666666666666
7,76.68888888888888,74.5,200.0,9.0
8,88.25555555555553,86.5,200.0,8.666666666666666
9,98.57777777777778,93.33333333333334,200.0,8.666666666666666
10,108.59444444444445,115.66666666666667,200.0,9.0
11,134.2111111111111,165.0,200.0,8.666666666666666
12,135.43333333333334,179.16666666666669,200.0,8.666666666666666
13,156.34444444444443,200.0,200.0,9.0
14,168.21111111111114,200.0,200.0,9.666666666666666
15,170.62777777777777,200.0,200.0,9.0
16,158.34444444444446,200.0,200.0,9.333333333333334
17,174.04444444444445,200.0,200.0,9.666666666666666
18,169.05,200.0,200.0,8.666666666666666
19,170.41666666666666,200.0,200.0,9.666666666666666
20,170.40555555555554,200.0,200.0,8.666666666666666
21,160.98333333333332,200.0,200.0,9.0
22,162.90555555555557,200.0,200.0,9.0
23,163.5722222222222,200.0,200.0,9.0
24,162.05,200.0,200.0,9.0
25,164.01111111111112,200.0,200.0,8.666666666666666
26,171.91666666666666,200.0,200.0,9.333333333333334
27,177.41111111111113,200.0,200.0,9.333333333333334
28,166.04444444444442,200.0,200.0,9.0
29,167.8722222222222,200.0,200.0,9.0
